Description	lab	award	annotation_type	assay_term_name	organism	biosample_ontology	experimental_input	aliases	software_used	disease_term_id
ENCODE-rE2G predictions for breast epithelium; Donor: ENCDO451RUA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008367/	ENCSR788IZL	jesse-engreitz:encode_re2g_predictions_breast_epithelium_ENCSR788IZL	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for breast epithelium; Donor: ENCDO271OUW	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008367/	ENCSR859LTL	jesse-engreitz:encode_re2g_predictions_breast_epithelium_ENCSR859LTL	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for psoas muscle; Donor: ENCDO007AAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008450/	ENCSR000ELO	jesse-engreitz:encode_re2g_predictions_psoas_muscle_ENCSR000ELO	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for psoas muscle; Donor: ENCDO575EGL	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008450/	ENCSR082PDJ	jesse-engreitz:encode_re2g_predictions_psoas_muscle_ENCSR082PDJ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for psoas muscle; Donor: ENCDO186XRB	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008450/	ENCSR108SYM	jesse-engreitz:encode_re2g_predictions_psoas_muscle_ENCSR108SYM	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for psoas muscle; Donor: ENCDO856ZOJ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008450/	ENCSR388DHS	jesse-engreitz:encode_re2g_predictions_psoas_muscle_ENCSR388DHS	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for psoas muscle; Donor: ENCDO478OMA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008450/	ENCSR426TPQ	jesse-engreitz:encode_re2g_predictions_psoas_muscle_ENCSR426TPQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for upper lobe of left lung; Donor: ENCDO845WKR	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008952/	ENCSR058VBM	jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR058VBM	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for upper lobe of left lung; Donor: ENCDO845WKR	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008952/	ENCSR164WOF	jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR164WOF	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for upper lobe of left lung; Donor: ENCDO271OUW	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008952/	ENCSR323UTX	jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR323UTX	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for upper lobe of left lung; Donor: ENCDO451RUA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008952/	ENCSR650FLQ	jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR650FLQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for upper lobe of left lung; Donor: ENCDO793LXB	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008952/	ENCSR702DPD	jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR702DPD	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for upper lobe of left lung; Donor: ENCDO186XRB	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008952/	ENCSR800ADR	jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR800ADR	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for upper lobe of left lung; Donor: ENCDO520EJG	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008952/	ENCSR909YET	jesse-engreitz:encode_re2g_predictions_upper_lobe_of_left_lung_ENCSR909YET	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for lower lobe of left lung; Donor: ENCDO186XRB	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008953/	ENCSR537BGX	jesse-engreitz:encode_re2g_predictions_lower_lobe_of_left_lung_ENCSR537BGX	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for lower lobe of left lung; Donor: ENCDO856ZOJ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008953/	ENCSR632ONQ	jesse-engreitz:encode_re2g_predictions_lower_lobe_of_left_lung_ENCSR632ONQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for lower lobe of left lung; Donor: ENCDO520EJG	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008953/	ENCSR757NJT	jesse-engreitz:encode_re2g_predictions_lower_lobe_of_left_lung_ENCSR757NJT	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for left colon; Donor: ENCDO411EVD	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008971/	ENCSR279SXQ	jesse-engreitz:encode_re2g_predictions_left_colon_ENCSR279SXQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for left colon; Donor: ENCDO856ZOJ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0008971/	ENCSR867XFA	jesse-engreitz:encode_re2g_predictions_left_colon_ENCSR867XFA	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO634UMA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR001QTZ	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR001QTZ	encode:re2g_modelV2.0.0	DOID:0080832
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO736YJH	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR006MAW	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR006MAW	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO097MEH	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR014GTH	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR014GTH	encode:re2g_modelV2.0.0	DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO471EKG	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR022UVL	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR022UVL	encode:re2g_modelV2.0.0	DOID:0080832
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO877NVF	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR059NIN	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR059NIN	encode:re2g_modelV2.0.0	DOID:0080832
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO660TGP	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR060MJY	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR060MJY	encode:re2g_modelV2.0.0	DOID:0080832
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO201EUI	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR124IMM	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR124IMM	encode:re2g_modelV2.0.0	DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO609ZOG	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR173YSO	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR173YSO	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO218FFZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR209ECO	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR209ECO	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO907CMO	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR210ESN	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR210ESN	encode:re2g_modelV2.0.0	DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO359XWR	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR215DXT	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR215DXT	encode:re2g_modelV2.0.0	HP:0100543
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO101GPB	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR221ROM	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR221ROM	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO059BOC	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR306LNA	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR306LNA	encode:re2g_modelV2.0.0	DOID:10652,HP:0100543
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO853VGZ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR329FAP	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR329FAP	encode:re2g_modelV2.0.0	DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO448YMQ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR329FHR	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR329FHR	encode:re2g_modelV2.0.0	HP:0100543
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO865EMM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR340XQX	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR340XQX	encode:re2g_modelV2.0.0	DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO669IVL	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR351FWN	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR351FWN	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO377QXX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR386XPD	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR386XPD	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO623FPG	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR401UZL	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR401UZL	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO847KYQ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR419KXU	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR419KXU	encode:re2g_modelV2.0.0	DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO940VNT	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR426KLJ	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR426KLJ	encode:re2g_modelV2.0.0	HP:0100543,DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO754RFQ	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR428ZCP	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR428ZCP	encode:re2g_modelV2.0.0	HP:0100543,DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO423GGP	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR490UQP	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR490UQP	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO153NUY	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR498RLX	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR498RLX	encode:re2g_modelV2.0.0	DOID:0080832
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO236YSH	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR518WRP	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR518WRP	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO845GYA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR532DBH	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR532DBH	encode:re2g_modelV2.0.0	HP:0100543
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO830KFO	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR570BWW	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR570BWW	encode:re2g_modelV2.0.0	DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO640RUC	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR571CJM	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR571CJM	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO407UTA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR606QDB	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR606QDB	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO915WZE	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR617SVO	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR617SVO	encode:re2g_modelV2.0.0	DOID:0080832
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO203ASI	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR645HET	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR645HET	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO448ZXP	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR661AMM	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR661AMM	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO006DAA	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR670BGI	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR670BGI	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO707TUE	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR686LOE	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR686LOE	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO672KST	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR720FVJ	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR720FVJ	encode:re2g_modelV2.0.0	DOID:0080832
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO697SWU	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR749WVO	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR749WVO	encode:re2g_modelV2.0.0	DOID:0080832
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO739EFE	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR751VMX	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR751VMX	encode:re2g_modelV2.0.0	DOID:0080832
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO070VNS	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR763XBU	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR763XBU	encode:re2g_modelV2.0.0	DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO151OJB	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR785MXI	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR785MXI	encode:re2g_modelV2.0.0	DOID:0080832
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO637GUS	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR796YOJ	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR796YOJ	encode:re2g_modelV2.0.0	DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO461DJY	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR800KVI	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR800KVI	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO290OPS	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR800MBE	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR800MBE	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO258GJF	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR805RJA	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR805RJA	encode:re2g_modelV2.0.0	DOID:10652
ENCODE-rE2G predictions for dorsolateral prefrontal cortex; Donor: ENCDO666UNK	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/tissue_UBERON_0009834/	ENCSR811OUF	jesse-engreitz:encode_re2g_predictions_dorsolateral_prefrontal_cortex_ENCSR811OUF	encode:re2g_modelV2.0.0	
